Наименование объекта центра питания, класс напряжения;Год ввода/Год реконструкции (при изменении установленной мощности) ;Установленная мощность трансформаторов;Широта;Долгота
"ПС 110/6 кВ ""Восточная-1"" ";2011;50;57.7340200078352;40.9921733661333
"ПС 35/10 кВ ""Караваево"" ";2005;12.6;57.7255979484068;41.0397516003947
"ПС 35/10 кВ ""Коркино"" ";1972;5;57.6990846075546;40.965856405829
"ПС 110/35/10 кВ ""КПД""  ";2013;50;57.4493146387041;41.1485999277783
"ПС 110/35/6 кВ ""СУ ГРЭС"" ";2016;32;57.4494727876003;41.159842071971
"ПС 35/6 кВ ""Сидоровское""  ";1982;6.5;57.4370103029199;41.2259963508952
"ПС 110/35/10 кВ ""Буй (р)""";1967;14;58.4979770831711;41.4988643928666
"ПС 110/10 кВ ""Буй (с/х)""";1982;12.6;58.4851690340196;41.549001814226
"ПС 110/10 кВ ""Западная"" ";1992;20;58.450062951544;41.5334904321795
"ПС 35/10 кВ ""Дор""";1975;3.2;58.3970212662111;41.1870534768034
"ПС 35/10 кВ ""Дьяконово"" ";1976;2;58.8374982303459;41.4112147696871
"ПС 35/10 кВ ""Ликурга""";2007;3.4;58.5877653524822;41.8201577082048
"ПС 35/10 кВ ""Шушкодом""  ";1984;2;58.6462625600073;41.3039748943538
"ПС 110/35/10 кВ ""Новая"" ";1987;12.6;58.3584738919236;42.3209960022545
"ПС 110/35/10 кВ ""Орехово""";1985;12.6;58.464619364823;41.9991291889994
"ПС 110/10 кВ ""Лопарево""  ";2011;5;58.3500824600038;42.6524202002896
"ПС 35/10 кВ ""ПТФ""";1983;8;58.3438297210927;42.3256246376491
"ПС 35/10 кВ ""Кабаново""  ";1977;5;58.2780781544654;41.9992748745914
"ПС 35/10 кВ ""Пронино"" ";1973;6.5;58.1870997526724;42.2202315122842
"ПС 35/10 кВ ""Толтуново"" ";1981;5;58.4533161929868;42.2999373494469
"ПС 110/35/10 кВ ""Солигалич""";1984;20;59.0580747686641;42.2751665661532
"ПС 35/10 кВ ""Починок""  ";1987;4.1;58.9256403966545;42.2132723808013
"ПС 110/35/10 кВ ""Чухлома"" ";1965;12.6;58.7753976798911;42.7086689253456
"ПС 35/10 кВ ""Судай""  ";1972;3.2;58.9928639584971;43.1222684415136
"ПС 110/35/10 кВ ""Антропово (р)"" ";1965;22.3;58.3998846098165;43.0173102145531
"ПС 35/10 кВ  ""Палкино""  ";1990;6.5;58.2527729780093;42.9352469780076
"ПС 35/10 кВ ""Словинка"" ";1978;3.2;58.0389761829702;43.1172347120605
"ПС 110/35/10 кВ ""Кадый"" ";1983;20;57.7888068169709;43.1895079289492
"ПС 35/10 кВ ""Екатеринкино""";1991;3.2;57.9215228661565;43.1598259064323
"ПС 110/35/10 кВ ""Ильинское"" ";1990;20;58.770590819524;44.610298816519
"ПС 35/10 кВ ""Кологрив"" ";1986;8;58.8378157764249;44.3285082415668
"ПС 35/10 кВ ""Овсянниково"" ";1990;3.2;58.9539289181621;44.1023815659187
"ПС 110/35/10 кВ ""Макарьев-1"" ";1967;20;57.8634008273764;43.7595434380634
"ПС 35/10 кВ ""Горчуха""  ";1972;5;57.7027273892158;43.7180944391755
"ПС 35/10 кВ ""Макарьев-2""";1984;8;57.9050343066921;43.8037879536894
"ПС 35/10 кВ ""Тимошино"" ";1989;2;57.8341585918143;44.4097739551929
"ПС 35/10 кВ ""Унжа"" ";1979;2.6;58.0283055766208;44.0167434304397
"ПС 35/10 кВ ""Якимово""";1978;4.1;57.8538350341501;43.6144454837806
"ПС 110/6/10 кВ ""БХЗ""  ";1974;50;58.3030879169064;44.758836772211
"ПС 35/10 кВ ""Сосновка"" ";1992;4.1;58.1281660507269;44.3569378645499
"ПС 35/10 кВ ""Георгиевское"" ";1992;5;58.7446909527367;45.0239344338764
"ПС 110/35/27,5/10 кВ ""Нея """;1992;86.3;58.306601162297;43.8394787760324
"ПС 35/10 кВ ""Вожерово""  ";1993;3.2;58.6400299209265;44.0386372303629
"ПС 35/10 кВ ""Матвеево"" ";1999;5.8;58.6350636784154;43.4731331563524
"ПС 35/10 кВ ""Парфеньево""";1991;8;58.4944205901842;43.3942745441858
"ПС 110/35/10 кВ ""Вохма"" ";1991;22.3;58.9324044856018;46.7747425770819
"ПС 35/10 кВ ""Лапшино""  ";1986;5;59.0773109886744;46.7537530805074
"ПС 35/10 кВ ""Спасс""";1970;4.1;59.1505383653582;46.7341707467417
"ПС 35/10 кВ ""Боговарово""  ";1991;6.5;58.9748072395144;47.0014712945591
"ПС 110/35/10 кВ ""Павино"" ";1973;16.3;59.0931589914691;46.1584301392541
"ПС 35/10 кВ ""Леденгская""  ";1988;5.6;58.9309121525168;45.9842160420212
"ПС 110/35/10 кВ ""Пыщуг"" ";1989;12.6;58.8917202371276;45.7033323140873
"ПС 110/35/10 кВ ""Рождественское"" ";1995;14;58.1407430398023;45.6124228414013
"ПС 35/10 кВ ""Одоевское"" ";1989;3.2;58.1629296739395;45.854648131991
"ПС 110/35/6 кВ ""Шарья (р)"" ";1966;45;58.3877984056544;45.478880326389
"ПС 110/6/6 кВ ""Промузел"" ";1977;50;58.3974443097846;45.4715263538951
"ПС 35/10 кВ ""Кривячка""";1990;2.6;58.6670799244472;45.4534966781859
"ПС 35/10 кВ ""Николо-Шанга"" ";1978;4.1;58.4477144673498;45.5449131504687
"ПС 35/6 кВ ""Центральная"" ";1984;20;58.3786749913677;45.5121910113495
